Treatment Function Code,Metric,Category,Waiting Bands,Count
Cardiology Service,Age,0-18 Years,Unknown Clock Start,*
Cardiology Service,Age,0-18 Years,01 To 18 Weeks,4520
Cardiology Service,Age,0-18 Years,18 To 52 Weeks,2560
Cardiology Service,Age,0-18 Years,Over 52 Weeks,95
Cardiology Service,Age,0-18 Years,Total,7175
Cardiology Service,Age,19-64 Years,Unknown Clock Start,95
Cardiology Service,Age,19-64 Years,01 To 18 Weeks,117050
Cardiology Service,Age,19-64 Years,18 To 52 Weeks,72100
Cardiology Service,Age,19-64 Years,Over 52 Weeks,2950
Cardiology Service,Age,19-64 Years,Total,192195
Cardiology Service,Age,Over 65 Years,Unknown Clock Start,120
Cardiology Service,Age,Over 65 Years,01 To 18 Weeks,118385
Cardiology Service,Age,Over 65 Years,18 To 52 Weeks,66150
Cardiology Service,Age,Over 65 Years,Over 52 Weeks,2185
Cardiology Service,Age,Over 65 Years,Total,186840
Cardiology Service,Ethnicity,99: Not known,Unknown Clock Start,*
Cardiology Service,Ethnicity,99: Not known,01 To 18 Weeks,9040
Cardiology Service,Ethnicity,99: Not known,18 To 52 Weeks,3810
Cardiology Service,Ethnicity,99: Not known,Over 52 Weeks,155
Cardiology Service,Ethnicity,99: Not known,Total,13010
Cardiology Service,Ethnicity,A: British,Unknown Clock Start,185
Cardiology Service,Ethnicity,A: British,01 To 18 Weeks,173410
Cardiology Service,Ethnicity,A: British,18 To 52 Weeks,100895
Cardiology Service,Ethnicity,A: British,Over 52 Weeks,3760
Cardiology Service,Ethnicity,A: British,Total,278255
Cardiology Service,Ethnicity,B: Irish,Unknown Clock Start,*
Cardiology Service,Ethnicity,B: Irish,01 To 18 Weeks,1780
Cardiology Service,Ethnicity,B: Irish,18 To 52 Weeks,1010
Cardiology Service,Ethnicity,B: Irish,Over 52 Weeks,40
Cardiology Service,Ethnicity,B: Irish,Total,2830
Cardiology Service,Ethnicity,C: Any other white background,Unknown Clock Start,15
Cardiology Service,Ethnicity,C: Any other white background,01 To 18 Weeks,14135
Cardiology Service,Ethnicity,C: Any other white background,18 To 52 Weeks,8565
Cardiology Service,Ethnicity,C: Any other white background,Over 52 Weeks,345
Cardiology Service,Ethnicity,C: Any other white background,Total,23055
Cardiology Service,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,620
Cardiology Service,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,385
Cardiology Service,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,15
Cardiology Service,Ethnicity,D: White and Black Caribbean,Total,1025
Cardiology Service,Ethnicity,E: White and Black African,Unknown Clock Start,*
Cardiology Service,Ethnicity,E: White and Black African,01 To 18 Weeks,385
Cardiology Service,Ethnicity,E: White and Black African,18 To 52 Weeks,275
Cardiology Service,Ethnicity,E: White and Black African,Over 52 Weeks,10
Cardiology Service,Ethnicity,E: White and Black African,Total,670
Cardiology Service,Ethnicity,F: White and Asian,01 To 18 Weeks,555
Cardiology Service,Ethnicity,F: White and Asian,18 To 52 Weeks,365
Cardiology Service,Ethnicity,F: White and Asian,Over 52 Weeks,15
Cardiology Service,Ethnicity,F: White and Asian,Total,940
Cardiology Service,Ethnicity,G: Any other mixed background,Unknown Clock Start,*
Cardiology Service,Ethnicity,G: Any other mixed background,01 To 18 Weeks,1330
Cardiology Service,Ethnicity,G: Any other mixed background,18 To 52 Weeks,800
Cardiology Service,Ethnicity,G: Any other mixed background,Over 52 Weeks,25
Cardiology Service,Ethnicity,G: Any other mixed background,Total,2155
Cardiology Service,Ethnicity,H: Indian,Unknown Clock Start,*
Cardiology Service,Ethnicity,H: Indian,01 To 18 Weeks,7080
Cardiology Service,Ethnicity,H: Indian,18 To 52 Weeks,4360
Cardiology Service,Ethnicity,H: Indian,Over 52 Weeks,150
Cardiology Service,Ethnicity,H: Indian,Total,11600
Cardiology Service,Ethnicity,J: Pakistani,Unknown Clock Start,*
Cardiology Service,Ethnicity,J: Pakistani,01 To 18 Weeks,5255
Cardiology Service,Ethnicity,J: Pakistani,18 To 52 Weeks,3125
Cardiology Service,Ethnicity,J: Pakistani,Over 52 Weeks,105
Cardiology Service,Ethnicity,J: Pakistani,Total,8490
Cardiology Service,Ethnicity,K: Bangladeshi,Unknown Clock Start,*
Cardiology Service,Ethnicity,K: Bangladeshi,01 To 18 Weeks,2105
Cardiology Service,Ethnicity,K: Bangladeshi,18 To 52 Weeks,1100
Cardiology Service,Ethnicity,K: Bangladeshi,Over 52 Weeks,25
Cardiology Service,Ethnicity,K: Bangladeshi,Total,3230
Cardiology Service,Ethnicity,L: Any other Asian background,Unknown Clock Start,10
Cardiology Service,Ethnicity,L: Any other Asian background,01 To 18 Weeks,5535
Cardiology Service,Ethnicity,L: Any other Asian background,18 To 52 Weeks,3180
Cardiology Service,Ethnicity,L: Any other Asian background,Over 52 Weeks,105
Cardiology Service,Ethnicity,L: Any other Asian background,Total,8830
Cardiology Service,Ethnicity,M: Caribbean,Unknown Clock Start,*
Cardiology Service,Ethnicity,M: Caribbean,01 To 18 Weeks,2860
Cardiology Service,Ethnicity,M: Caribbean,18 To 52 Weeks,1720
Cardiology Service,Ethnicity,M: Caribbean,Over 52 Weeks,70
Cardiology Service,Ethnicity,M: Caribbean,Total,4655
Cardiology Service,Ethnicity,N: African,Unknown Clock Start,*
Cardiology Service,Ethnicity,N: African,01 To 18 Weeks,4305
Cardiology Service,Ethnicity,N: African,18 To 52 Weeks,2650
Cardiology Service,Ethnicity,N: African,Over 52 Weeks,90
Cardiology Service,Ethnicity,N: African,Total,7045
Cardiology Service,Ethnicity,P: Any other Black background,Unknown Clock Start,*
Cardiology Service,Ethnicity,P: Any other Black background,01 To 18 Weeks,2010
Cardiology Service,Ethnicity,P: Any other Black background,18 To 52 Weeks,1285
Cardiology Service,Ethnicity,P: Any other Black background,Over 52 Weeks,40
Cardiology Service,Ethnicity,P: Any other Black background,Total,3340
Cardiology Service,Ethnicity,R: Chinese,Unknown Clock Start,*
Cardiology Service,Ethnicity,R: Chinese,01 To 18 Weeks,905
Cardiology Service,Ethnicity,R: Chinese,18 To 52 Weeks,570
Cardiology Service,Ethnicity,R: Chinese,Over 52 Weeks,20
Cardiology Service,Ethnicity,R: Chinese,Total,1495
Cardiology Service,Ethnicity,S: Any other ethnic group,Unknown Clock Start,*
Cardiology Service,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,2605
Cardiology Service,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,1515
Cardiology Service,Ethnicity,S: Any other ethnic group,Over 52 Weeks,50
Cardiology Service,Ethnicity,S: Any other ethnic group,Total,4170
Cardiology Service,Ethnicity,Z: Not stated,Unknown Clock Start,15
Cardiology Service,Ethnicity,Z: Not stated,01 To 18 Weeks,10175
Cardiology Service,Ethnicity,Z: Not stated,18 To 52 Weeks,5965
Cardiology Service,Ethnicity,Z: Not stated,Over 52 Weeks,215
Cardiology Service,Ethnicity,Z: Not stated,Total,16365
Cardiology Service,IMD,1,Unknown Clock Start,*
Cardiology Service,IMD,1,01 To 18 Weeks,20565
Cardiology Service,IMD,1,18 To 52 Weeks,11945
Cardiology Service,IMD,1,Over 52 Weeks,490
Cardiology Service,IMD,1,Total,32995
Cardiology Service,IMD,10,Unknown Clock Start,75
Cardiology Service,IMD,10,01 To 18 Weeks,23835
Cardiology Service,IMD,10,18 To 52 Weeks,13520
Cardiology Service,IMD,10,Over 52 Weeks,410
Cardiology Service,IMD,10,Total,37845
Cardiology Service,IMD,2,Unknown Clock Start,15
Cardiology Service,IMD,2,01 To 18 Weeks,22065
Cardiology Service,IMD,2,18 To 52 Weeks,13025
Cardiology Service,IMD,2,Over 52 Weeks,480
Cardiology Service,IMD,2,Total,35590
Cardiology Service,IMD,3,Unknown Clock Start,15
Cardiology Service,IMD,3,01 To 18 Weeks,23185
Cardiology Service,IMD,3,18 To 52 Weeks,13685
Cardiology Service,IMD,3,Over 52 Weeks,465
Cardiology Service,IMD,3,Total,37345
Cardiology Service,IMD,4,Unknown Clock Start,25
Cardiology Service,IMD,4,01 To 18 Weeks,23875
Cardiology Service,IMD,4,18 To 52 Weeks,14490
Cardiology Service,IMD,4,Over 52 Weeks,515
Cardiology Service,IMD,4,Total,38905
Cardiology Service,IMD,5,Unknown Clock Start,20
Cardiology Service,IMD,5,01 To 18 Weeks,24300
Cardiology Service,IMD,5,18 To 52 Weeks,14535
Cardiology Service,IMD,5,Over 52 Weeks,620
Cardiology Service,IMD,5,Total,39475
Cardiology Service,IMD,6,Unknown Clock Start,20
Cardiology Service,IMD,6,01 To 18 Weeks,24740
Cardiology Service,IMD,6,18 To 52 Weeks,14235
Cardiology Service,IMD,6,Over 52 Weeks,595
Cardiology Service,IMD,6,Total,39590
Cardiology Service,IMD,7,Unknown Clock Start,25
Cardiology Service,IMD,7,01 To 18 Weeks,24460
Cardiology Service,IMD,7,18 To 52 Weeks,14180
Cardiology Service,IMD,7,Over 52 Weeks,560
Cardiology Service,IMD,7,Total,39220
Cardiology Service,IMD,8,Unknown Clock Start,25
Cardiology Service,IMD,8,01 To 18 Weeks,24310
Cardiology Service,IMD,8,18 To 52 Weeks,14000
Cardiology Service,IMD,8,Over 52 Weeks,460
Cardiology Service,IMD,8,Total,38795
Cardiology Service,IMD,9,Unknown Clock Start,25
Cardiology Service,IMD,9,01 To 18 Weeks,24315
Cardiology Service,IMD,9,18 To 52 Weeks,13975
Cardiology Service,IMD,9,Over 52 Weeks,500
Cardiology Service,IMD,9,Total,38820
Cardiology Service,Sex,Female,Unknown Clock Start,105
Cardiology Service,Sex,Female,01 To 18 Weeks,108110
Cardiology Service,Sex,Female,18 To 52 Weeks,65690
Cardiology Service,Sex,Female,Over 52 Weeks,2480
Cardiology Service,Sex,Female,Total,176385
Cardiology Service,Sex,Male,Unknown Clock Start,105
Cardiology Service,Sex,Male,01 To 18 Weeks,115880
Cardiology Service,Sex,Male,18 To 52 Weeks,65880
Cardiology Service,Sex,Male,Over 52 Weeks,2435
Cardiology Service,Sex,Male,Total,184300
Cardiothoracic Surgery Service,Age,0-18 Years,01 To 18 Weeks,235
Cardiothoracic Surgery Service,Age,0-18 Years,18 To 52 Weeks,145
Cardiothoracic Surgery Service,Age,0-18 Years,Over 52 Weeks,15
Cardiothoracic Surgery Service,Age,0-18 Years,Total,395
Cardiothoracic Surgery Service,Age,19-64 Years,01 To 18 Weeks,4425
Cardiothoracic Surgery Service,Age,19-64 Years,18 To 52 Weeks,1850
Cardiothoracic Surgery Service,Age,19-64 Years,Over 52 Weeks,85
Cardiothoracic Surgery Service,Age,19-64 Years,Total,6360
Cardiothoracic Surgery Service,Age,Over 65 Years,01 To 18 Weeks,5505
Cardiothoracic Surgery Service,Age,Over 65 Years,18 To 52 Weeks,2180
Cardiothoracic Surgery Service,Age,Over 65 Years,Over 52 Weeks,80
Cardiothoracic Surgery Service,Age,Over 65 Years,Total,7760
Cardiothoracic Surgery Service,Ethnicity,99: Not known,01 To 18 Weeks,230
Cardiothoracic Surgery Service,Ethnicity,99: Not known,18 To 52 Weeks,80
Cardiothoracic Surgery Service,Ethnicity,99: Not known,Over 52 Weeks,*
Cardiothoracic Surgery Service,Ethnicity,99: Not known,Total,310
Cardiothoracic Surgery Service,Ethnicity,A: British,01 To 18 Weeks,7655
Cardiothoracic Surgery Service,Ethnicity,A: British,18 To 52 Weeks,3130
Cardiothoracic Surgery Service,Ethnicity,A: British,Over 52 Weeks,135
Cardiothoracic Surgery Service,Ethnicity,A: British,Total,10925
Cardiothoracic Surgery Service,Ethnicity,B: Irish,01 To 18 Weeks,75
Cardiothoracic Surgery Service,Ethnicity,B: Irish,18 To 52 Weeks,20
Cardiothoracic Surgery Service,Ethnicity,B: Irish,Over 52 Weeks,*
Cardiothoracic Surgery Service,Ethnicity,B: Irish,Total,95
Cardiothoracic Surgery Service,Ethnicity,C: Any other white background,01 To 18 Weeks,555
Cardiothoracic Surgery Service,Ethnicity,C: Any other white background,18 To 52 Weeks,225
Cardiothoracic Surgery Service,Ethnicity,C: Any other white background,Over 52 Weeks,15
Cardiothoracic Surgery Service,Ethnicity,C: Any other white background,Total,800
Cardiothoracic Surgery Service,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,20
Cardiothoracic Surgery Service,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,*
Cardiothoracic Surgery Service,Ethnicity,D: White and Black Caribbean,Total,25
Cardiothoracic Surgery Service,Ethnicity,E: White and Black African,01 To 18 Weeks,15
Cardiothoracic Surgery Service,Ethnicity,E: White and Black African,18 To 52 Weeks,10
Cardiothoracic Surgery Service,Ethnicity,E: White and Black African,Total,20
Cardiothoracic Surgery Service,Ethnicity,F: White and Asian,01 To 18 Weeks,30
Cardiothoracic Surgery Service,Ethnicity,F: White and Asian,18 To 52 Weeks,10
Cardiothoracic Surgery Service,Ethnicity,F: White and Asian,Total,40
Cardiothoracic Surgery Service,Ethnicity,G: Any other mixed background,01 To 18 Weeks,60
Cardiothoracic Surgery Service,Ethnicity,G: Any other mixed background,18 To 52 Weeks,15
Cardiothoracic Surgery Service,Ethnicity,G: Any other mixed background,Total,75
Cardiothoracic Surgery Service,Ethnicity,H: Indian,01 To 18 Weeks,250
Cardiothoracic Surgery Service,Ethnicity,H: Indian,18 To 52 Weeks,130
Cardiothoracic Surgery Service,Ethnicity,H: Indian,Over 52 Weeks,*
Cardiothoracic Surgery Service,Ethnicity,H: Indian,Total,385
Cardiothoracic Surgery Service,Ethnicity,J: Pakistani,01 To 18 Weeks,160
Cardiothoracic Surgery Service,Ethnicity,J: Pakistani,18 To 52 Weeks,80
Cardiothoracic Surgery Service,Ethnicity,J: Pakistani,Over 52 Weeks,*
Cardiothoracic Surgery Service,Ethnicity,J: Pakistani,Total,245
Cardiothoracic Surgery Service,Ethnicity,K: Bangladeshi,01 To 18 Weeks,95
Cardiothoracic Surgery Service,Ethnicity,K: Bangladeshi,18 To 52 Weeks,35
Cardiothoracic Surgery Service,Ethnicity,K: Bangladeshi,Total,130
Cardiothoracic Surgery Service,Ethnicity,L: Any other Asian background,01 To 18 Weeks,220
Cardiothoracic Surgery Service,Ethnicity,L: Any other Asian background,18 To 52 Weeks,95
Cardiothoracic Surgery Service,Ethnicity,L: Any other Asian background,Over 52 Weeks,*
Cardiothoracic Surgery Service,Ethnicity,L: Any other Asian background,Total,320
Cardiothoracic Surgery Service,Ethnicity,M: Caribbean,01 To 18 Weeks,80
Cardiothoracic Surgery Service,Ethnicity,M: Caribbean,18 To 52 Weeks,35
Cardiothoracic Surgery Service,Ethnicity,M: Caribbean,Over 52 Weeks,*
Cardiothoracic Surgery Service,Ethnicity,M: Caribbean,Total,120
Cardiothoracic Surgery Service,Ethnicity,N: African,01 To 18 Weeks,140
Cardiothoracic Surgery Service,Ethnicity,N: African,18 To 52 Weeks,65
Cardiothoracic Surgery Service,Ethnicity,N: African,Total,205
Cardiothoracic Surgery Service,Ethnicity,P: Any other Black background,01 To 18 Weeks,55
Cardiothoracic Surgery Service,Ethnicity,P: Any other Black background,18 To 52 Weeks,25
Cardiothoracic Surgery Service,Ethnicity,P: Any other Black background,Over 52 Weeks,*
Cardiothoracic Surgery Service,Ethnicity,P: Any other Black background,Total,85
Cardiothoracic Surgery Service,Ethnicity,R: Chinese,01 To 18 Weeks,40
Cardiothoracic Surgery Service,Ethnicity,R: Chinese,18 To 52 Weeks,15
Cardiothoracic Surgery Service,Ethnicity,R: Chinese,Over 52 Weeks,*
Cardiothoracic Surgery Service,Ethnicity,R: Chinese,Total,60
Cardiothoracic Surgery Service,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,90
Cardiothoracic Surgery Service,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,45
Cardiothoracic Surgery Service,Ethnicity,S: Any other ethnic group,Over 52 Weeks,*
Cardiothoracic Surgery Service,Ethnicity,S: Any other ethnic group,Total,140
Cardiothoracic Surgery Service,Ethnicity,Z: Not stated,01 To 18 Weeks,415
Cardiothoracic Surgery Service,Ethnicity,Z: Not stated,18 To 52 Weeks,145
Cardiothoracic Surgery Service,Ethnicity,Z: Not stated,Over 52 Weeks,*
Cardiothoracic Surgery Service,Ethnicity,Z: Not stated,Total,560
Cardiothoracic Surgery Service,IMD,1,01 To 18 Weeks,910
Cardiothoracic Surgery Service,IMD,1,18 To 52 Weeks,400
Cardiothoracic Surgery Service,IMD,1,Over 52 Weeks,30
Cardiothoracic Surgery Service,IMD,1,Total,1340
Cardiothoracic Surgery Service,IMD,10,01 To 18 Weeks,975
Cardiothoracic Surgery Service,IMD,10,18 To 52 Weeks,360
Cardiothoracic Surgery Service,IMD,10,Over 52 Weeks,15
Cardiothoracic Surgery Service,IMD,10,Total,1345
Cardiothoracic Surgery Service,IMD,2,01 To 18 Weeks,965
Cardiothoracic Surgery Service,IMD,2,18 To 52 Weeks,395
Cardiothoracic Surgery Service,IMD,2,Over 52 Weeks,20
Cardiothoracic Surgery Service,IMD,2,Total,1380
Cardiothoracic Surgery Service,IMD,3,01 To 18 Weeks,965
Cardiothoracic Surgery Service,IMD,3,18 To 52 Weeks,405
Cardiothoracic Surgery Service,IMD,3,Over 52 Weeks,15
Cardiothoracic Surgery Service,IMD,3,Total,1380
Cardiothoracic Surgery Service,IMD,4,01 To 18 Weeks,1015
Cardiothoracic Surgery Service,IMD,4,18 To 52 Weeks,445
Cardiothoracic Surgery Service,IMD,4,Over 52 Weeks,20
Cardiothoracic Surgery Service,IMD,4,Total,1480
Cardiothoracic Surgery Service,IMD,5,01 To 18 Weeks,995
Cardiothoracic Surgery Service,IMD,5,18 To 52 Weeks,445
Cardiothoracic Surgery Service,IMD,5,Over 52 Weeks,15
Cardiothoracic Surgery Service,IMD,5,Total,1460
Cardiothoracic Surgery Service,IMD,6,01 To 18 Weeks,1095
Cardiothoracic Surgery Service,IMD,6,18 To 52 Weeks,420
Cardiothoracic Surgery Service,IMD,6,Over 52 Weeks,15
Cardiothoracic Surgery Service,IMD,6,Total,1525
Cardiothoracic Surgery Service,IMD,7,01 To 18 Weeks,1050
Cardiothoracic Surgery Service,IMD,7,18 To 52 Weeks,410
Cardiothoracic Surgery Service,IMD,7,Over 52 Weeks,15
Cardiothoracic Surgery Service,IMD,7,Total,1475
Cardiothoracic Surgery Service,IMD,8,01 To 18 Weeks,1045
Cardiothoracic Surgery Service,IMD,8,18 To 52 Weeks,430
Cardiothoracic Surgery Service,IMD,8,Over 52 Weeks,10
Cardiothoracic Surgery Service,IMD,8,Total,1490
Cardiothoracic Surgery Service,IMD,9,01 To 18 Weeks,970
Cardiothoracic Surgery Service,IMD,9,18 To 52 Weeks,380
Cardiothoracic Surgery Service,IMD,9,Over 52 Weeks,25
Cardiothoracic Surgery Service,IMD,9,Total,1370
Cardiothoracic Surgery Service,Sex,Female,01 To 18 Weeks,3220
Cardiothoracic Surgery Service,Sex,Female,18 To 52 Weeks,1205
Cardiothoracic Surgery Service,Sex,Female,Over 52 Weeks,60
Cardiothoracic Surgery Service,Sex,Female,Total,4485
Cardiothoracic Surgery Service,Sex,Male,01 To 18 Weeks,5610
Cardiothoracic Surgery Service,Sex,Male,18 To 52 Weeks,2250
Cardiothoracic Surgery Service,Sex,Male,Over 52 Weeks,90
Cardiothoracic Surgery Service,Sex,Male,Total,7955
Dermatology Service,Age,0-18 Years,Unknown Clock Start,*
Dermatology Service,Age,0-18 Years,01 To 18 Weeks,15390
Dermatology Service,Age,0-18 Years,18 To 52 Weeks,13255
Dermatology Service,Age,0-18 Years,Over 52 Weeks,565
Dermatology Service,Age,0-18 Years,Total,29215
Dermatology Service,Age,19-64 Years,Unknown Clock Start,65
Dermatology Service,Age,19-64 Years,01 To 18 Weeks,116325
Dermatology Service,Age,19-64 Years,18 To 52 Weeks,89695
Dermatology Service,Age,19-64 Years,Over 52 Weeks,3995
Dermatology Service,Age,19-64 Years,Total,210085
Dermatology Service,Age,Over 65 Years,Unknown Clock Start,55
Dermatology Service,Age,Over 65 Years,01 To 18 Weeks,86705
Dermatology Service,Age,Over 65 Years,18 To 52 Weeks,48875
Dermatology Service,Age,Over 65 Years,Over 52 Weeks,1955
Dermatology Service,Age,Over 65 Years,Total,137590
Dermatology Service,Ethnicity,99: Not known,Unknown Clock Start,*
Dermatology Service,Ethnicity,99: Not known,01 To 18 Weeks,9500
Dermatology Service,Ethnicity,99: Not known,18 To 52 Weeks,5950
Dermatology Service,Ethnicity,99: Not known,Over 52 Weeks,270
Dermatology Service,Ethnicity,99: Not known,Total,15730
Dermatology Service,Ethnicity,A: British,Unknown Clock Start,100
Dermatology Service,Ethnicity,A: British,01 To 18 Weeks,161950
Dermatology Service,Ethnicity,A: British,18 To 52 Weeks,107090
Dermatology Service,Ethnicity,A: British,Over 52 Weeks,5040
Dermatology Service,Ethnicity,A: British,Total,274185
Dermatology Service,Ethnicity,B: Irish,Unknown Clock Start,*
Dermatology Service,Ethnicity,B: Irish,01 To 18 Weeks,1655
Dermatology Service,Ethnicity,B: Irish,18 To 52 Weeks,1040
Dermatology Service,Ethnicity,B: Irish,Over 52 Weeks,35
Dermatology Service,Ethnicity,B: Irish,Total,2735
Dermatology Service,Ethnicity,C: Any other white background,Unknown Clock Start,10
Dermatology Service,Ethnicity,C: Any other white background,01 To 18 Weeks,12955
Dermatology Service,Ethnicity,C: Any other white background,18 To 52 Weeks,9375
Dermatology Service,Ethnicity,C: Any other white background,Over 52 Weeks,410
Dermatology Service,Ethnicity,C: Any other white background,Total,22750
Dermatology Service,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,735
Dermatology Service,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,585
Dermatology Service,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,25
Dermatology Service,Ethnicity,D: White and Black Caribbean,Total,1345
Dermatology Service,Ethnicity,E: White and Black African,01 To 18 Weeks,380
Dermatology Service,Ethnicity,E: White and Black African,18 To 52 Weeks,350
Dermatology Service,Ethnicity,E: White and Black African,Over 52 Weeks,25
Dermatology Service,Ethnicity,E: White and Black African,Total,760
Dermatology Service,Ethnicity,F: White and Asian,Unknown Clock Start,*
Dermatology Service,Ethnicity,F: White and Asian,01 To 18 Weeks,625
Dermatology Service,Ethnicity,F: White and Asian,18 To 52 Weeks,535
Dermatology Service,Ethnicity,F: White and Asian,Over 52 Weeks,25
Dermatology Service,Ethnicity,F: White and Asian,Total,1185
Dermatology Service,Ethnicity,G: Any other mixed background,01 To 18 Weeks,1445
Dermatology Service,Ethnicity,G: Any other mixed background,18 To 52 Weeks,1315
Dermatology Service,Ethnicity,G: Any other mixed background,Over 52 Weeks,70
Dermatology Service,Ethnicity,G: Any other mixed background,Total,2830
Dermatology Service,Ethnicity,H: Indian,Unknown Clock Start,*
Dermatology Service,Ethnicity,H: Indian,01 To 18 Weeks,4400
Dermatology Service,Ethnicity,H: Indian,18 To 52 Weeks,4085
Dermatology Service,Ethnicity,H: Indian,Over 52 Weeks,140
Dermatology Service,Ethnicity,H: Indian,Total,8630
Dermatology Service,Ethnicity,J: Pakistani,01 To 18 Weeks,3885
Dermatology Service,Ethnicity,J: Pakistani,18 To 52 Weeks,3625
Dermatology Service,Ethnicity,J: Pakistani,Over 52 Weeks,145
Dermatology Service,Ethnicity,J: Pakistani,Total,7655
Dermatology Service,Ethnicity,K: Bangladeshi,01 To 18 Weeks,1680
Dermatology Service,Ethnicity,K: Bangladeshi,18 To 52 Weeks,1820
Dermatology Service,Ethnicity,K: Bangladeshi,Over 52 Weeks,55
Dermatology Service,Ethnicity,K: Bangladeshi,Total,3555
Dermatology Service,Ethnicity,L: Any other Asian background,Unknown Clock Start,*
Dermatology Service,Ethnicity,L: Any other Asian background,01 To 18 Weeks,3625
Dermatology Service,Ethnicity,L: Any other Asian background,18 To 52 Weeks,3600
Dermatology Service,Ethnicity,L: Any other Asian background,Over 52 Weeks,130
Dermatology Service,Ethnicity,L: Any other Asian background,Total,7360
Dermatology Service,Ethnicity,M: Caribbean,Unknown Clock Start,*
Dermatology Service,Ethnicity,M: Caribbean,01 To 18 Weeks,1770
Dermatology Service,Ethnicity,M: Caribbean,18 To 52 Weeks,1565
Dermatology Service,Ethnicity,M: Caribbean,Over 52 Weeks,65
Dermatology Service,Ethnicity,M: Caribbean,Total,3400
Dermatology Service,Ethnicity,N: African,Unknown Clock Start,*
Dermatology Service,Ethnicity,N: African,01 To 18 Weeks,2785
Dermatology Service,Ethnicity,N: African,18 To 52 Weeks,2630
Dermatology Service,Ethnicity,N: African,Over 52 Weeks,120
Dermatology Service,Ethnicity,N: African,Total,5535
Dermatology Service,Ethnicity,P: Any other Black background,Unknown Clock Start,*
Dermatology Service,Ethnicity,P: Any other Black background,01 To 18 Weeks,1475
Dermatology Service,Ethnicity,P: Any other Black background,18 To 52 Weeks,1390
Dermatology Service,Ethnicity,P: Any other Black background,Over 52 Weeks,45
Dermatology Service,Ethnicity,P: Any other Black background,Total,2910
Dermatology Service,Ethnicity,R: Chinese,01 To 18 Weeks,850
Dermatology Service,Ethnicity,R: Chinese,18 To 52 Weeks,665
Dermatology Service,Ethnicity,R: Chinese,Over 52 Weeks,30
Dermatology Service,Ethnicity,R: Chinese,Total,1540
Dermatology Service,Ethnicity,S: Any other ethnic group,Unknown Clock Start,*
Dermatology Service,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,2145
Dermatology Service,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,1765
Dermatology Service,Ethnicity,S: Any other ethnic group,Over 52 Weeks,70
Dermatology Service,Ethnicity,S: Any other ethnic group,Total,3980
Dermatology Service,Ethnicity,Z: Not stated,Unknown Clock Start,*
Dermatology Service,Ethnicity,Z: Not stated,01 To 18 Weeks,11790
Dermatology Service,Ethnicity,Z: Not stated,18 To 52 Weeks,8230
Dermatology Service,Ethnicity,Z: Not stated,Over 52 Weeks,430
Dermatology Service,Ethnicity,Z: Not stated,Total,20460
Dermatology Service,IMD,1,Unknown Clock Start,*
Dermatology Service,IMD,1,01 To 18 Weeks,14990
Dermatology Service,IMD,1,18 To 52 Weeks,12335
Dermatology Service,IMD,1,Over 52 Weeks,675
Dermatology Service,IMD,1,Total,28005
Dermatology Service,IMD,10,Unknown Clock Start,35
Dermatology Service,IMD,10,01 To 18 Weeks,24985
Dermatology Service,IMD,10,18 To 52 Weeks,16850
Dermatology Service,IMD,10,Over 52 Weeks,820
Dermatology Service,IMD,10,Total,42685
Dermatology Service,IMD,2,Unknown Clock Start,*
Dermatology Service,IMD,2,01 To 18 Weeks,17520
Dermatology Service,IMD,2,18 To 52 Weeks,13575
Dermatology Service,IMD,2,Over 52 Weeks,580
Dermatology Service,IMD,2,Total,31680
Dermatology Service,IMD,3,Unknown Clock Start,10
Dermatology Service,IMD,3,01 To 18 Weeks,19585
Dermatology Service,IMD,3,18 To 52 Weeks,14475
Dermatology Service,IMD,3,Over 52 Weeks,640
Dermatology Service,IMD,3,Total,34710
Dermatology Service,IMD,4,Unknown Clock Start,15
Dermatology Service,IMD,4,01 To 18 Weeks,20875
Dermatology Service,IMD,4,18 To 52 Weeks,14800
Dermatology Service,IMD,4,Over 52 Weeks,650
Dermatology Service,IMD,4,Total,36340
Dermatology Service,IMD,5,Unknown Clock Start,10
Dermatology Service,IMD,5,01 To 18 Weeks,22115
Dermatology Service,IMD,5,18 To 52 Weeks,14845
Dermatology Service,IMD,5,Over 52 Weeks,640
Dermatology Service,IMD,5,Total,37610
Dermatology Service,IMD,6,Unknown Clock Start,10
Dermatology Service,IMD,6,01 To 18 Weeks,23500
Dermatology Service,IMD,6,18 To 52 Weeks,15645
Dermatology Service,IMD,6,Over 52 Weeks,745
Dermatology Service,IMD,6,Total,39900
Dermatology Service,IMD,7,Unknown Clock Start,15
